3826923.942,460915.117,5064643.229
3826921.923,460914.874,5064644.767
3826922.604,460917.222,5064644.043
3826924.742,460917.480,5064642.415
3826925.961,460915.360,5064641.691
3826925.280,460913.012,5064642.415
3826923.142,460912.754,5064644.043
3826923.732,460920.901,5064642.864
3826926.764,460919.515,5064640.713
3826928.476,460916.071,5064639.740
3826928.066,460912.180,5064640.399
3826925.726,460909.663,5064642.383
3826922.552,460909.699,5064644.762
3826920.028,460912.269,5064646.425
3826919.336,460916.173,5064646.591
3826920.799,460919.581,5064645.185
3826919.387,460922.786,5064645.955
3826921.777,460924.732,5064643.985
3826925.788,460925.017,5064640.948
3826930.536,460920.496,5064637.793
3826931.725,460917.562,5064637.166
3826931.955,460913.279,5064637.380
3826930.189,460909.769,5064639.023
3826926.470,460906.570,5064642.104
3826922.805,460905.422,5064644.959
3826919.478,460907.043,5064647.310
3826917.718,460910.424,5064648.325
3826916.706,460915.156,5064648.657
3826917.359,460919.687,5064647.757
3826917.849,460927.642,5064646.671
3826920.467,460929.430,5064644.544
3826922.970,460929.232,5064642.683
3826929.037,460926.287,5064638.395
3826931.419,460926.467,5064636.591
3826933.818,460919.467,5064635.423
3826934.446,460914.429,5064635.406
3826935.315,460909.190,5064635.228
3826933.123,460907.398,5064637.035
3826930.316,460904.391,5064639.414
3826925.171,460901.956,5064643.496
3826922.985,460901.538,5064645.175
3826919.010,460903.744,5064647.959
3826915.727,460904.626,5064650.344
3826912.870,460912.903,5064651.740
3826912.826,460916.874,5064651.414
3826913.545,460922.213,5064650.392
3826916.162,460979.704,5064643.231
3826975.462,460921.324,5064603.996
3826912.376,460926.522,5064650.879
3826912.010,460929.574,5064650.879
3826923.241,460935.454,5064641.917
3826935.123,460928.379,5064633.638
3826937.998,460924.821,5064631.801
3826938.579,460912.716,5064632.459
3826933.640,460901.330,5064637.196
3826929.490,460895.587,5064640.830
3826918.138,460899.025,5064649.040
3826912.129,460902.660,5064653.222
3826909.288,460912.110,5064654.500
3826904.059,460917.392,5064657.948
3826907.053,460929.605,5064654.596
3826914.416,460938.089,5064648.303
3826919.044,460940.209,5064644.637
3826925.651,460941.536,5064639.558
3826937.473,460931.128,5064631.625
3826941.515,460924.704,5064629.172
3826944.806,460911.304,5064627.913
3826939.943,460898.833,5064632.690
3826934.923,460892.318,5064637.047
3826925.747,460890.418,5064644.107
3826912.888,460892.720,5064653.551
3826903.727,460906.847,5064659.150
3826896.198,460917.436,5064663.845
3826901.395,460930.448,5064658.767
3826908.929,460941.084,5064652.151
3826913.879,460945.821,5064648.008
3826929.002,460945.599,5064636.676
3826942.638,460938.710,5064627.063
3826948.445,460928.433,5064623.633
3826947.528,460919.233,5064625.153
3826950.485,460904.914,5064624.227
3826942.573,460889.265,5064631.581
3826936.680,460884.557,5064636.430
3826924.504,460880.544,5064645.932
3826918.397,460884.034,5064650.201
3826903.840,460894.689,5064660.165
3826902.661,460901.294,5064660.453
3826897.781,460900.110,5064664.222
3826895.638,460939.209,5064662.297
3826912.304,460953.029,5064648.538
3826927.992,460956.349,5064636.462
3826939.767,460949.055,5064628.283
3826956.704,460908.278,5064619.256
3826946.610,460890.542,5064628.435
3826939.307,460877.491,5064635.096
3826905.065,460885.717,5064660.056
3826577.462,461022.624,5064892.526
3826575.443,461022.381,5064894.064
3826576.124,461024.729,5064893.340
3826578.262,461024.987,5064891.712
3826579.481,461022.867,5064890.988
3826578.800,461020.519,5064891.712
3826576.662,461020.261,5064893.340
3826574.389,461018.499,5064895.205
3826572.869,461022.071,5064896.024
3826573.497,461025.901,5064895.206
3826575.981,461028.199,5064893.133
3826579.158,461027.888,5064890.777
3826581.541,461025.114,5064889.239
3826582.015,461021.174,5064889.239
3826580.359,461017.914,5064890.777
3826577.348,461016.857,5064893.133
3826576.625,461013.450,5064893.983
3826573.729,461014.193,5064896.090
3826570.534,461017.473,5064898.192
3826569.465,461024.669,5064898.344
3826570.205,461027.700,5064897.514
3826572.423,461030.819,5064895.568
3826575.721,461031.683,5064893.014
3826580.324,461030.641,5064889.653
